BIN,RANGE_FROM,RANGE_TO,BANK,CARD_TYPE
427427,427427492,427427519,BANK 52,PLATINUM
427427,427427520,427427522,BANK 52,PLATINUM
427427,427427523,427427539,BANK 52,PLATINUM
427427,427427540,427427542,BANK 52,PLATINUM
427427,427427543,427427549,BANK 52,PLATINUM
427427,427427550,427427552,BANK 52,PLATINUM
427427,427427553,427427599,BANK 52,PLATINUM
427427,427427600,427427600,BANK 52,PLATINUM
427427,427427601,427427669,BANK 52,PLATINUM
427427,427427670,427427672,BANK 52,PLATINUM
427427,427427673,427427699,BANK 52,PLATINUM
427427,427427700,427427701,BANK 52,PLATINUM
427427,427427702,427427769,BANK 52,PLATINUM
427427,427427770,427427770,BANK 52,PLATINUM
427427,427427771,427427799,BANK 52,PLATINUM
427427,427427800,427427809,BANK 52,PLATINUM
427427,427427810,427427999,BANK 52,PLATINUM
427432,427432002,427432002,BANK 52,PLATINUM
427761,427761100,427761199,BANK 38,INFINITE
427761,427761200,427761299,BANK 38,PLATINUM
427828,427828000,427828369,BANK 13,INFINITE
427828,427828370,427828370,BANK 13,INFINITE
427828,427828371,427828394,BANK 13,INFINITE
427828,427828395,427828395,BANK 13,INFINITE
427828,427828396,427828399,BANK 13,INFINITE
427828,427828400,427828400,BANK 13,INFINITE
427828,427828401,427828404,BANK 13,INFINITE
427828,427828405,427828406,BANK 13,INFINITE
427828,427828407,427828408,BANK 13,INFINITE
427828,427828409,427828410,BANK 13,INFINITE
427828,427828411,427828412,BANK 13,INFINITE
427828,427828413,427828413,BANK 13,INFINITE
427828,427828414,427828417,BANK 13,INFINITE
427828,427828418,427828419,BANK 13,INFINITE
427828,427828420,427828421,BANK 13,INFINITE
427828,427828422,427828422,BANK 13,INFINITE
427828,427828423,427828426,BANK 13,INFINITE
427828,427828427,427828427,BANK 13,INFINITE
427828,427828428,427828436,BANK 13,INFINITE
427828,427828437,427828437,BANK 13,INFINITE
427828,427828438,427828441,BANK 13,INFINITE
427828,427828442,427828443,BANK 13,INFINITE
427828,427828444,427828447,BANK 13,INFINITE
427828,427828448,427828448,BANK 13,INFINITE
427828,427828449,427828450,BANK 13,INFINITE
427828,427828451,427828451,BANK 13,INFINITE
427828,427828452,427828455,BANK 13,INFINITE
427828,427828456,427828457,BANK 13,INFINITE
427828,427828458,427828458,BANK 13,INFINITE
427828,427828459,427828459,BANK 13,INFINITE
427828,427828460,427828460,BANK 13,INFINITE
427828,427828461,427828461,BANK 13,INFINITE
427828,427828462,427828464,BANK 13,INFINITE
427828,427828465,427828465,BANK 13,INFINITE
427828,427828466,427828473,BANK 13,INFINITE
427828,427828474,427828475,BANK 13,INFINITE
427828,427828476,427828476,BANK 13,INFINITE
427828,427828477,427828478,BANK 13,INFINITE
427828,427828479,427828481,BANK 13,INFINITE
427828,427828482,427828482,BANK 13,INFINITE
427828,427828483,427828496,BANK 13,INFINITE
427828,427828497,427828497,BANK 13,INFINITE
427828,427828498,427828507,BANK 13,INFINITE
427828,427828508,427828508,BANK 13,INFINITE
427828,427828509,427828513,BANK 13,INFINITE
427828,427828514,427828514,BANK 13,INFINITE
427828,427828515,427828519,BANK 13,INFINITE
427828,427828520,427828520,BANK 13,INFINITE
427828,427828521,427828521,BANK 13,INFINITE
427828,427828522,427828522,BANK 13,INFINITE
427828,427828523,427828533,BANK 13,INFINITE
427828,427828534,427828534,BANK 13,INFINITE
427828,427828535,427828535,BANK 13,INFINITE
427828,427828536,427828536,BANK 13,INFINITE
427828,427828537,427828538,BANK 13,INFINITE
427828,427828539,427828539,BANK 13,INFINITE
427828,427828540,427828552,BANK 13,INFINITE
427828,427828553,427828553,BANK 13,INFINITE
427828,427828554,427828562,BANK 13,INFINITE
427828,427828563,427828563,BANK 13,INFINITE
427828,427828564,427828564,BANK 13,INFINITE
427828,427828565,427828565,BANK 13,INFINITE
427828,427828566,427828567,BANK 13,INFINITE
427828,427828568,427828569,BANK 13,INFINITE
427828,427828570,427828575,BANK 13,INFINITE
427828,427828576,427828576,BANK 13,INFINITE
427828,427828577,427828591,BANK 13,INFINITE
427828,427828592,427828592,BANK 13,INFINITE
427828,427828593,427828622,BANK 13,INFINITE
427828,427828623,427828623,BANK 13,INFINITE
427828,427828624,427828625,BANK 13,INFINITE
427828,427828626,427828626,BANK 13,INFINITE
427828,427828627,427828631,BANK 13,INFINITE
427828,427828632,427828632,BANK 13,INFINITE
427828,427828633,427828634,BANK 13,INFINITE
427828,427828635,427828635,BANK 13,INFINITE
427828,427828636,427828641,BANK 13,INFINITE
427828,427828642,427828642,BANK 13,INFINITE
427828,427828643,427828645,BANK 13,INFINITE
427828,427828646,427828646,BANK 13,INFINITE
427828,427828647,427828651,BANK 13,INFINITE
427828,427828652,427828652,BANK 13,INFINITE
427828,427828653,427828694,BANK 13,INFINITE
427828,427828695,427828695,BANK 13,INFINITE
427828,427828696,427828999,BANK 13,INFINITE
427856,427856000,427856009,BANK 17,INFINITE
427856,427856010,427856109,BANK 17,INFINITE
427856,427856110,427856219,BANK 17,INFINITE
427856,427856220,427856299,BANK 17,INFINITE
427856,427856300,427856509,BANK 17,INFINITE
427856,427856510,427856599,BANK 17,INFINITE
427856,427856600,427856639,BANK 17,INFINITE
427856,427856640,427856777,BANK 17,INFINITE
427856,427856777,427856777,BANK 17,INFINITE
427856,427856777,427856999,BANK 17,INFINITE
428266,428266000,428266000,BANK 53,INFINITE
428266,428266001,428266999,BANK 53,INFINITE
428918,428918000,428918000,BANK 41,PLATINUM
428918,428918001,428918789,BANK 41,PLATINUM
428918,428918790,428918790,BANK 41,PLATINUM
428918,428918791,428918889,BANK 41,PLATINUM
428918,428918890,428918890,BANK 41,PLATINUM
428918,428918891,428918989,BANK 41,PLATINUM
428918,428918990,428918990,BANK 41,PLATINUM
428918,428918991,428918999,BANK 41,PLATINUM
429749,429749000,429749000,BANK 22,INFINITE
429749,429749001,429749999,BANK 22,INFINITE
429811,429811000,429811002,BANK 13,PLATINUM
429811,429811003,429811003,BANK 13,PLATINUM
429811,429811004,429811062,BANK 13,PLATINUM
429811,429811063,429811063,BANK 13,PLATINUM
429811,429811064,429811070,BANK 13,PLATINUM
429811,429811071,429811071,BANK 13,PLATINUM
429811,429811072,429811074,BANK 13,PLATINUM
429811,429811075,429811075,BANK 13,PLATINUM
429811,429811076,429811111,BANK 13,PLATINUM
429811,429811112,429811112,BANK 13,PLATINUM
429811,429811113,429811115,BANK 13,PLATINUM
429811,429811116,429811116,BANK 13,PLATINUM
429811,429811117,429811139,BANK 13,PLATINUM
429811,429811140,429811140,BANK 13,PLATINUM
429811,429811141,429811148,BANK 13,PLATINUM
429811,429811149,429811149,BANK 13,PLATINUM
429811,429811150,429811172,BANK 13,PLATINUM
429811,429811173,429811173,BANK 13,PLATINUM
429811,429811174,429811192,BANK 13,PLATINUM
429811,429811193,429811193,BANK 13,PLATINUM
429811,429811194,429811200,BANK 13,PLATINUM
429811,429811201,429811201,BANK 13,PLATINUM
429811,429811202,429811250,BANK 13,PLATINUM
429811,429811251,429811251,BANK 13,PLATINUM
429811,429811252,429811252,BANK 13,PLATINUM
429811,429811253,429811253,BANK 13,PLATINUM
429811,429811254,429811267,BANK 13,PLATINUM
429811,429811268,429811268,BANK 13,PLATINUM
429811,429811269,429811284,BANK 13,PLATINUM
429811,429811285,429811285,BANK 13,PLATINUM
429811,429811286,429811287,BANK 13,PLATINUM
429811,429811288,429811288,BANK 13,PLATINUM
429811,429811289,429811292,BANK 13,PLATINUM
429811,429811293,429811293,BANK 13,PLATINUM
429811,429811294,429811299,BANK 13,PLATINUM
429811,429811300,429811300,BANK 13,PLATINUM
429811,429811301,429811373,BANK 13,PLATINUM
429811,429811374,429811374,BANK 13,PLATINUM
429811,429811375,429811419,BANK 13,PLATINUM
429811,429811420,429811420,BANK 13,PLATINUM
429811,429811421,429811428,BANK 13,PLATINUM
429811,429811429,429811429,BANK 13,PLATINUM
429811,429811430,429811452,BANK 13,PLATINUM
429811,429811453,429811453,BANK 13,PLATINUM
429811,429811454,429811464,BANK 13,PLATINUM
429811,429811465,429811465,BANK 13,PLATINUM
429811,429811466,429811468,BANK 13,PLATINUM
429811,429811469,429811469,BANK 13,PLATINUM
429811,429811470,429811485,BANK 13,PLATINUM
429811,429811486,429811486,BANK 13,PLATINUM
429811,429811487,429811495,BANK 13,PLATINUM
429811,429811496,429811496,BANK 13,PLATINUM
429811,429811497,429811999,BANK 13,PLATINUM
430292,430292000,430292000,BANK 54,PLATINUM
430292,430292001,430292999,BANK 54,PLATINUM
430312,430312000,430312000,BANK 55,PLATINUM
430323,430323000,430323253,BANK 56,PLATINUM
430323,430323254,430323254,BANK 56,PLATINUM
430323,430323255,430323649,BANK 56,PLATINUM
430323,430323650,430323650,BANK 56,PLATINUM
430323,430323651,430323851,BANK 56,PLATINUM
430323,430323852,430323852,BANK 56,PLATINUM
430323,430323853,430323999,BANK 56,PLATINUM
431076,431076000,431076043,BANK 57,INFINITE
431076,431076043,431076043,BANK 57,INFINITE
431076,431076043,431076999,BANK 57,INFINITE
432433,432433000,432433000,BANK 58,PLATINUM
432433,432433001,432433001,BANK 58,PLATINUM
432433,432433002,432433999,BANK 58,PLATINUM
432498,432498000,432498002,BANK 12,SIGNATURE
432498,432498006,432498999,BANK 12,SIGNATURE
433102,433102000,433102000,BANK 44,PLATINUM
433102,433102001,433102199,BANK 44,PLATINUM
433102,433102200,433102300,BANK 44,PLATINUM
433102,433102301,433102399,BANK 44,PLATINUM
433102,433102400,433102990,BANK 44,PLATINUM
433102,433102990,433102990,BANK 44,PLATINUM
433102,433102991,433102999,BANK 44,PLATINUM
434146,434146990,434146999,BANK 17,PLATINUM
435986,435986000,435986000,BANK 36,INFINITE
435986,435986001,435986001,BANK 36,INFINITE
435986,435986002,435986002,BANK 36,INFINITE
435986,435986003,435986034,BANK 36,INFINITE
435986,435986035,435986035,BANK 36,INFINITE
435986,435986036,435986041,BANK 36,INFINITE
435986,435986042,435986042,BANK 36,INFINITE
435986,435986043,435986198,BANK 36,INFINITE
435986,435986199,435986199,BANK 36,INFINITE
435986,435986200,435986999,BANK 36,INFINITE
436104,436104000,436104000,BANK 36,SIGNATURE
436104,436104001,436104034,BANK 36,SIGNATURE
436104,436104035,436104035,BANK 36,SIGNATURE
436104,436104036,436104036,BANK 36,SIGNATURE
436104,436104037,436104037,BANK 36,SIGNATURE
436104,436104038,436104198,BANK 36,SIGNATURE
436104,436104199,436104216,BANK 36,SIGNATURE
436104,436104217,436104217,BANK 36,SIGNATURE
436104,436104218,436104220,BANK 36,SIGNATURE
436104,436104221,436104221,BANK 36,SIGNATURE
436104,436104222,436104226,BANK 36,SIGNATURE
436104,436104227,436104227,BANK 36,SIGNATURE
436104,436104228,436104228,BANK 36,SIGNATURE
436104,436104229,436104229,BANK 36,SIGNATURE
436104,436104230,436104230,BANK 36,SIGNATURE
436104,436104231,436104231,BANK 36,SIGNATURE
436104,436104232,436104232,BANK 36,SIGNATURE
436104,436104233,436104233,BANK 36,SIGNATURE
436104,436104234,436104235,BANK 36,SIGNATURE
436104,436104236,436104236,BANK 36,SIGNATURE
436104,436104237,436104239,BANK 36,SIGNATURE
436104,436104240,436104240,BANK 36,SIGNATURE
436104,436104241,436104243,BANK 36,SIGNATURE
436104,436104244,436104245,BANK 36,SIGNATURE
436104,436104246,436104264,BANK 36,SIGNATURE
436104,436104265,436104265,BANK 36,SIGNATURE
436104,436104266,436104267,BANK 36,SIGNATURE
436104,436104268,436104270,BANK 36,SIGNATURE
436104,436104271,436104271,BANK 36,SIGNATURE
436104,436104272,436104272,BANK 36,SIGNATURE
436104,436104273,436104273,BANK 36,SIGNATURE
436104,436104274,436104274,BANK 36,SIGNATURE
436104,436104275,436104275,BANK 36,SIGNATURE
436104,436104276,436104277,BANK 36,SIGNATURE
436104,436104278,436104278,BANK 36,SIGNATURE
436104,436104279,436104999,BANK 36,SIGNATURE
437351,437351000,437351299,BANK 17,INFINITE
437351,437351300,437351999,BANK 17,INFINITE
437463,437463000,437463000,BANK 59,INFINITE
437463,437463000,437463999,BANK 59,INFINITE
437559,437559000,437559349,BANK 60,PLATINUM
437559,437559350,437559350,BANK 60,PLATINUM
437559,437559350,437559999,BANK 60,PLATINUM
437560,437560000,437560449,BANK 60,INFINITE
437560,437560450,437560450,BANK 60,INFINITE
437560,437560450,437560999,BANK 60,INFINITE
438121,438121000,438121232,BANK 57,PLATINUM
438121,438121232,438121232,BANK 57,PLATINUM
438121,438121232,438121799,BANK 57,PLATINUM
438121,438121800,438121909,BANK 57,PLATINUM
438121,438121910,438121999,BANK 57,PLATINUM
438970,438970000,438970039,BANK 29,SIGNATURE
438970,438970040,438970179,BANK 29,SIGNATURE
438970,438970180,438970999,BANK 29,SIGNATURE
439162,439162000,439162004,BANK 61,INFINITE
439162,439162005,439162005,BANK 61,INFINITE
439162,439162006,439162999,BANK 61,INFINITE
440032,440032000,440032204,BANK 62,INFINITE
440032,440032205,440032205,BANK 62,INFINITE
440032,440032206,440032999,BANK 62,INFINITE
440520,440520000,440520000,BANK 63,INFINITE
440520,440520001,440520999,BANK 63,INFINITE
441108,441108000,441108004,BANK 64,INFINITE
441108,441108005,441108005,BANK 64,INFINITE
441108,441108006,441108999,BANK 64,INFINITE
441273,441273000,441273009,BANK 26,INFINITE
441273,441273010,441273029,BANK 26,INFINITE
441273,441273030,441273030,BANK 26,INFINITE
441273,441273031,441273999,BANK 26,INFINITE
442173,442173000,442173100,BANK 65,PLATINUM
442173,442173100,442173100,BANK 65,PLATINUM
442173,442173100,442173700,BANK 65,PLATINUM
442173,442173700,442173700,BANK 65,PLATINUM
442173,442173700,442173701,BANK 65,PLATINUM
442173,442173701,442173701,BANK 65,PLATINUM
442173,442173701,442173704,BANK 65,PLATINUM
442173,442173704,442173704,BANK 65,PLATINUM
442173,442173704,442173800,BANK 65,PLATINUM
442173,442173800,442173800,BANK 65,PLATINUM
442173,442173800,442173801,BANK 65,PLATINUM
442173,442173801,442173801,BANK 65,PLATINUM
442173,442173801,442173999,BANK 65,PLATINUM
442476,442476000,442476549,BANK 66,PLATINUM
442476,442476550,442476599,BANK 66,PLATINUM
442476,442476600,442476999,BANK 66,PLATINUM
443308,443308000,443308000,BANK 28,INFINITE
443308,443308000,443308999,BANK 28,INFINITE
444094,444094000,444094273,BANK 27,PLATINUM
444094,444094274,444094294,BANK 27,PLATINUM
444094,444094295,444094999,BANK 27,PLATINUM
444483,444483000,444483000,BANK 67,PLATINUM
444483,444483000,444483001,BANK 67,PLATINUM
444483,444483002,444483009,BANK 67,PLATINUM
444483,444483010,444483010,BANK 67,PLATINUM
444483,444483011,444483015,BANK 67,PLATINUM
444483,444483016,444483999,BANK 67,PLATINUM
445483,445483002,445483002,BANK 68,PLATINUM
445485,445485000,445485000,BANK 68,PLATINUM
445485,445485000,445485999,BANK 68,PLATINUM
445636,445636000,445636199,BANK 69,PLATINUM
445636,445636200,445636229,BANK 69,PLATINUM
445636,445636230,445636299,BANK 69,PLATINUM
445636,445636300,445636329,BANK 69,PLATINUM
445636,445636330,445636399,BANK 69,PLATINUM
445636,445636400,445636429,BANK 69,PLATINUM
445636,445636430,445636999,BANK 69,PLATINUM
445637,445637000,445637199,BANK 69,INFINITE
445637,445637200,445637229,BANK 69,INFINITE
445637,445637230,445637299,BANK 69,INFINITE
445637,445637300,445637329,BANK 69,INFINITE
445637,445637330,445637399,BANK 69,INFINITE
445637,445637400,445637429,BANK 69,INFINITE
445637,445637430,445637999,BANK 69,INFINITE
446093,446093000,446093000,BANK 70,INFINITE
446093,446093000,446093999,BANK 70,INFINITE
446396,446396000,446396000,BANK 71,PLATINUM
446396,446396001,446396999,BANK 71,PLATINUM
446901,446901000,446901000,BANK 72,INFINITE
446901,446901001,446901999,BANK 72,INFINITE
446910,446910000,446910000,BANK 73,PLATINUM
446910,446910001,446910001,BANK 73,PLATINUM
446910,446910001,446910999,BANK 73,PLATINUM
446911,446911000,446911000,BANK 73,INFINITE
446911,446911001,446911001,BANK 73,INFINITE
446911,446911001,446911999,BANK 73,INFINITE
446915,446915000,446915399,BANK 74,PLATINUM
446915,446915400,446915409,BANK 74,PLATINUM
446915,446915410,446915419,BANK 74,PLATINUM
446915,446915420,446915429,BANK 74,PLATINUM
446915,446915430,446915609,BANK 74,PLATINUM
446915,446915610,446915619,BANK 74,PLATINUM
446915,446915620,446915699,BANK 74,PLATINUM
446915,446915800,446915999,BANK 74,PLATINUM
446950,446950000,446950000,BANK 75,INFINITE
446950,446950001,446950001,BANK 75,INFINITE
446950,446950002,446950004,BANK 75,INFINITE
446950,446950005,446950005,BANK 75,INFINITE
446950,446950005,446950999,BANK 75,INFINITE
447818,447818000,447818347,BANK 48,PLATINUM
447818,447818348,447818348,BANK 48,PLATINUM
447818,447818349,447818571,BANK 48,PLATINUM
447818,447818572,447818572,BANK 48,PLATINUM
447818,447818573,447818727,BANK 48,PLATINUM
447818,447818728,447818728,BANK 48,PLATINUM
447818,447818729,447818814,BANK 48,PLATINUM
447818,447818815,447818815,BANK 48,PLATINUM
447818,447818816,447818873,BANK 48,PLATINUM
447818,447818874,447818877,BANK 48,PLATINUM
447818,447818878,447818997,BANK 48,PLATINUM
447818,447818998,447818999,BANK 48,PLATINUM
447824,447824000,447824009,BANK 48,PLATINUM
447824,447824010,447824999,BANK 48,PLATINUM
447880,447880000,447880000,BANK 45,PLATINUM
447880,447880000,447880999,BANK 45,PLATINUM
449600,449600000,449600109,BANK 76,PLATINUM
449600,449600110,449600110,BANK 76,PLATINUM
449600,449600111,449600577,BANK 76,PLATINUM
449600,449600578,449600579,BANK 76,PLATINUM
449600,449600580,449600999,BANK 76,PLATINUM
451382,451382000,451382534,BANK 48,SIGNATURE
451382,451382535,451382535,BANK 48,SIGNATURE
451382,451382536,451382999,BANK 48,SIGNATURE
452235,452235000,452235249,BANK 49,PLATINUM
452235,452235250,452235399,BANK 49,PLATINUM
452235,452235400,452235999,BANK 49,PLATINUM
452236,452236000,452236249,BANK 49,INFINITE
452236,452236250,452236399,BANK 49,INFINITE
452236,452236400,452236999,BANK 49,INFINITE
452248,452248000,452248000,BANK 77,INFINITE
452248,452248001,452248999,BANK 77,INFINITE
453554,453554000,453554972,BANK 2,INFINITE
453554,453554973,453554973,BANK 2,INFINITE
453554,453554974,453554999,BANK 2,INFINITE
453592,453592000,453592000,BANK 78,PLATINUM
453592,453592001,453592009,BANK 78,PLATINUM
453592,453592010,453592999,BANK 78,PLATINUM
454615,454615000,454615509,BANK 46,INFINITE
454615,454615510,454615519,BANK 46,INFINITE
454615,454615520,454615529,BANK 46,INFINITE
454615,454615530,454615539,BANK 46,INFINITE
454615,454615540,454615549,BANK 46,INFINITE
454615,454615550,454615559,BANK 46,INFINITE
454615,454615560,454615569,BANK 46,INFINITE
454615,454615570,454615579,BANK 46,INFINITE
454615,454615580,454615589,BANK 46,INFINITE
454615,454615590,454615599,BANK 46,INFINITE
454615,454615600,454615793,BANK 46,INFINITE
454615,454615793,454615793,BANK 46,INFINITE
454615,454615793,454615999,BANK 46,INFINITE
456588,456588801,456588802,BANK 79,PLATINUM
457218,457218000,457218000,BANK 80,PLATINUM
457218,457218000,457218999,BANK 80,PLATINUM
457456,457456000,457456000,BANK 39,INFINITE
457456,457456000,457456999,BANK 39,INFINITE
457654,457654000,457654000,BANK 81,PLATINUM
457654,457654000,457654999,BANK 81,PLATINUM
457711,457711000,457711980,BANK 82,INFINITE
457711,457711981,457711981,BANK 82,INFINITE
457711,457711982,457711999,BANK 82,INFINITE
457802,457802000,457802699,BANK 16,INFINITE
457802,457802700,457802700,BANK 16,INFINITE
457802,457802701,457802999,BANK 16,INFINITE
457812,457812000,457812325,BANK 83,PLATINUM
457812,457812326,457812326,BANK 83,PLATINUM
457812,457812327,457812360,BANK 83,PLATINUM
457812,457812361,457812361,BANK 83,PLATINUM
457812,457812362,457812999,BANK 83,PLATINUM
457825,457825000,457825099,BANK 84,PLATINUM
457825,457825100,457825109,BANK 84,PLATINUM
457825,457825110,457825996,BANK 84,PLATINUM
457825,457825997,457825997,BANK 84,PLATINUM
457825,457825998,457825999,BANK 84,PLATINUM
457846,457846000,457846000,BANK 85,PLATINUM
457846,457846000,457846999,BANK 85,PLATINUM
457894,457894000,457894000,BANK 86,INFINITE
457894,457894001,457894999,BANK 86,INFINITE
458206,458206000,458206002,BANK 87,PLATINUM
458206,458206002,458206008,BANK 87,PLATINUM
458206,458206008,458206209,BANK 87,PLATINUM
458206,458206209,458206210,BANK 87,PLATINUM
458206,458206210,458206413,BANK 87,PLATINUM
458206,458206414,458206414,BANK 87,PLATINUM
458206,458206415,458206615,BANK 87,PLATINUM
458206,458206616,458206616,BANK 87,PLATINUM
458206,458206617,458206999,BANK 87,PLATINUM
458410,458410000,458410200,BANK 34,PLATINUM
458410,458410201,458410201,BANK 34,PLATINUM
458410,458410202,458410202,BANK 34,PLATINUM
458410,458410203,458410203,BANK 34,PLATINUM
458410,458410204,458410204,BANK 34,PLATINUM
458410,458410205,458410205,BANK 34,PLATINUM
458410,458410206,458410250,BANK 34,PLATINUM
458410,458410251,458410251,BANK 34,PLATINUM
458410,458410252,458410252,BANK 34,PLATINUM
458410,458410253,458410253,BANK 34,PLATINUM
458410,458410254,458410254,BANK 34,PLATINUM
458410,458410255,458410255,BANK 34,PLATINUM
458410,458410256,458410276,BANK 34,PLATINUM
458410,458410277,458410277,BANK 34,PLATINUM
458410,458410278,458410999,BANK 34,PLATINUM
458411,458411000,458411110,BANK 34,PLATINUM
458411,458411111,458411111,BANK 34,PLATINUM
458411,458411112,458411200,BANK 34,PLATINUM
458411,458411201,458411201,BANK 34,PLATINUM
458411,458411202,458411202,BANK 34,PLATINUM
458411,458411203,458411203,BANK 34,PLATINUM
458411,458411204,458411204,BANK 34,PLATINUM
458411,458411205,458411205,BANK 34,PLATINUM
458411,458411206,458411250,BANK 34,PLATINUM
458411,458411251,458411251,BANK 34,PLATINUM
458411,458411252,458411252,BANK 34,PLATINUM
458411,458411253,458411253,BANK 34,PLATINUM
458411,458411254,458411254,BANK 34,PLATINUM
458411,458411255,458411255,BANK 34,PLATINUM
458411,458411256,458411276,BANK 34,PLATINUM
458411,458411277,458411277,BANK 34,PLATINUM
458411,458411278,458411330,BANK 34,PLATINUM
458411,458411331,458411331,BANK 34,PLATINUM
458411,458411332,458411550,BANK 34,PLATINUM
458411,458411551,458411551,BANK 34,PLATINUM
458411,458411552,458411999,BANK 34,PLATINUM
458527,458527000,458527399,BANK 55,PLATINUM
458527,458527400,458527419,BANK 55,PLATINUM
458527,458527430,458527979,BANK 55,PLATINUM
458527,458527980,458527999,BANK 55,PLATINUM
458559,458559000,458559001,BANK 9,INFINITE
458559,458559002,458559999,BANK 9,INFINITE
459226,459226000,459226099,BANK 88,SIGNATURE
459226,459226100,459226199,BANK 88,SIGNATURE
459226,459226200,459226999,BANK 88,SIGNATURE
459328,459328000,459328000,BANK 89,INFINITE
459328,459328000,459328999,BANK 89,INFINITE
460046,460046000,460046000,BANK 63,PLATINUM
460046,460046001,460046999,BANK 63,PLATINUM
460065,460065000,460065000,BANK 90,PLATINUM
460065,460065001,460065004,BANK 90,PLATINUM
460065,460065005,460065005,BANK 90,PLATINUM
460065,460065006,460065999,BANK 90,PLATINUM
460493,460493000,460493776,BANK 91,INFINITE
460493,460493777,460493777,BANK 91,INFINITE
460493,460493778,460493999,BANK 91,INFINITE
462235,462235000,462235002,BANK 22,PLATINUM
462235,462235005,462235100,BANK 22,PLATINUM
462235,462235102,462235200,BANK 22,PLATINUM
462235,462235202,462235300,BANK 22,PLATINUM
462235,462235302,462235302,BANK 22,PLATINUM
462235,462235304,462235700,BANK 22,PLATINUM
462235,462235702,462235999,BANK 22,PLATINUM
462716,462716000,462716049,BANK 43,SIGNATURE
462716,462716050,462716059,BANK 43,SIGNATURE
462716,462716060,462716999,BANK 43,SIGNATURE
463628,463628000,463628299,BANK 92,PLATINUM
463628,463628300,463628399,BANK 92,PLATINUM
463628,463628400,463628699,BANK 92,PLATINUM
463628,463628700,463628899,BANK 92,PLATINUM
463628,463628900,463628999,BANK 92,PLATINUM
463742,463742000,463742000,BANK 93,PLATINUM
463742,463742000,463742999,BANK 93,PLATINUM
464617,464617000,464617009,BANK 94,PLATINUM
464617,464617010,464617999,BANK 94,PLATINUM
464631,464631000,464631219,BANK 95,INFINITE
464631,464631220,464631229,BANK 95,INFINITE
464631,464631230,464631999,BANK 95,INFINITE
464632,464632000,464632219,BANK 95,PLATINUM
464632,464632220,464632229,BANK 95,PLATINUM
464632,464632230,464632999,BANK 95,PLATINUM
464840,464840000,464840699,BANK 96,PLATINUM
464840,464840700,464840799,BANK 96,PLATINUM
464840,464840800,464840999,BANK 96,PLATINUM
464842,464842000,464842003,BANK 22,SIGNATURE
464842,464842004,464842999,BANK 22,SIGNATURE
464911,464911000,464911999,BANK 46,INFINITE
464915,464915000,464915999,BANK 46,PLATINUM
465006,465006000,465006004,BANK 43,PLATINUM
465006,465006005,465006009,BANK 43,PLATINUM
465006,465006010,465006999,BANK 43,PLATINUM
465007,465007000,465007004,BANK 43,INFINITE
465007,465007005,465007009,BANK 43,INFINITE
465007,465007010,465007999,BANK 43,INFINITE
465273,465273000,465273999,BANK 7,PLATINUM
465757,465757000,465757999,BANK 97,PLATINUM
466156,466156000,466156000,BANK 98,PLATINUM
466156,466156001,466156999,BANK 98,PLATINUM
467302,467302000,467302713,BANK 99,PLATINUM
467302,467302714,467302714,BANK 99,PLATINUM
467302,467302715,467302734,BANK 99,PLATINUM
467302,467302735,467302735,BANK 99,PLATINUM
467302,467302736,467302813,BANK 99,PLATINUM
467302,467302814,467302814,BANK 99,PLATINUM
467302,467302815,467302834,BANK 99,PLATINUM
467302,467302835,467302835,BANK 99,PLATINUM
467302,467302836,467302999,BANK 99,PLATINUM
467564,467564000,467564000,BANK 64,PLATINUM
467564,467564001,467564410,BANK 64,PLATINUM
467564,467564410,467564410,BANK 64,PLATINUM
467564,467564410,467564420,BANK 64,PLATINUM
467564,467564420,467564420,BANK 64,PLATINUM
